Genome,Type,Start,End,Strand,Locus_tag,Gene_name,MS2-PinT_SPI-1_vs_PinT_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_PinT_SPI-1_pvalue,MS2-PinT_SPI-1_vs_PinT_SPI-1_padj,MS2-PinT_SPI-1_vs_MS2_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_MS2_SPI-1_pvalue,MS2-PinT_SPI-1_vs_MS2_SPI-1_padj
NC_016810.1,CDS,637266,637634,-,SL1344_0567,SL1344_0567,3.58,0.001045299,0.0028467979999999998,0.44,0.666270221,0.85943271
NC_016810.1,CDS,501151,502449,+,SL1344_0441,tig,3.58,3.57473e-05,0.00016655,0.09,0.9197980790000001,0.973037954
NC_016810.1,CDS,1204656,1205702,-,SL1344_1100,pyrC,3.58,0.00024221599999999999,0.000831035,-0.42,0.665183875,0.8590062820000001
NC_017718.1,CDS,47505,48707,-,SL1344_P2_0058,traW,3.58,0.000194251,0.0006914410000000001,0.34,0.7063158559999999,0.882535055
NC_016810.1,CDS,4534446,4534760,-,SL1344_4210,SL1344_4210,3.58,0.014878663,0.026867976000000002,0.19,0.891003731,0.960532638
NC_016810.1,CDS,3867782,3869104,-,SL1344_3626,xylA,3.58,0.009570883,0.018573443999999998,-1.15,0.324819307,0.62321702
NC_016810.1,CDS,2614724,2616265,+,SL1344_2465,ppx,3.58,0.000360432,0.001159865,1.12,0.258633153,0.564457862
NC_017720.1,CDS,16422,17171,-,SL1344_P1_0014,traF,3.58,0.002112512,0.0051723279999999995,0.04,0.97082715,0.988857007
NC_016810.1,CDS,4100663,4101478,-,SL1344_3838,atpB,3.58,2.4555199999999998e-05,0.000121164,-1.02,0.22405449,0.528671419
NC_016810.1,sRNA,3219100,3219300,+,ncRNA0041,IsrO,3.57,0.004201371,0.009236257,2.38,0.046189895,0.23264541100000002
NC_016810.1,CDS,1486044,1486736,-,SL1344_1386,rnfE,3.57,0.000317701,0.00104244,-0.27,0.76713899,0.908809427
NC_016810.1,CDS,4715683,4717335,-,SL1344_4384,treC,3.57,0.002468454,0.005887216999999999,-0.84,0.437499662,0.7092038140000001
NC_016810.1,CDS,3319610,3321022,+,SL1344_3111,uxaC,3.57,0.001033113,0.0028201040000000004,0.32,0.754198321,0.903614939
NC_016810.1,CDS,2575739,2576218,-,SL1344_2432,SL1344_2432,3.57,0.049892874000000004,0.074845589,-0.27,0.871277152,
NC_016810.1,sRNA,3729766,3729898,+,ncRNA0355,STnc4010,3.57,0.018543218,0.032377047,-3.15,0.012113384,0.106915365
NC_016810.1,CDS,2377254,2377949,+,SL1344_2244,SL1344_2244,3.57,0.000563549,0.001696665,-0.92,0.335345175,0.63208677
NC_016810.1,CDS,3367167,3367994,-,SL1344_3157,icc,3.57,9.52883e-06,5.4295699999999996e-05,1.31,0.101807206,0.364010544
NC_016810.1,CDS,2705971,2709858,-,SL1344_2527,purL,3.57,5.89175e-05,0.000254069,0.11,0.899875433,0.964948942
NC_016810.1,CDS,2757116,2757568,-,SL1344_2576,SL1344_2576,3.57,0.009685471,0.018759492,-0.1,0.934561868,0.976280467
NC_016810.1,CDS,4677252,4678631,+,SL1344_4349,mpl,3.57,2.51325e-05,0.000123405,-0.08,0.921898035,0.9735964109999999
NC_016810.1,CDS,1808421,1809263,+,SL1344_1687,purU,3.57,3.05209e-05,0.00014597,-0.58,0.478315649,0.7408889190000001
NC_016810.1,CDS,3449603,3450976,+,SL1344_3233,gatC,3.57,0.068304006,0.097949464,1.08,0.564282954,
NC_016810.1,CDS,3251412,3252575,-,SL1344_3045,pgk,3.57,0.00014162299999999998,0.000534571,0.1,0.912669763,0.970599355
NC_016810.1,CDS,713955,715883,+,SL1344_0640,SL1344_0640,3.57,4.0906100000000005e-05,0.00018748599999999997,0.55,0.525535935,0.7755126590000001
NC_016810.1,CDS,98781,100643,+,SL1344_0087,kefC,3.56,0.0019161820000000002,0.004762733,-0.45,0.686187938,0.8705614309999999
NC_016810.1,CDS,960303,961031,-,SL1344_0867,artP,3.56,4.69787e-05,0.000209672,0.5,0.557601488,0.797212259
NC_016810.1,CDS,3460978,3461973,+,SL1344_3247,SL1344_3247,3.56,0.005667435,0.011885669,-0.53,0.653645383,0.853560696
NC_016810.1,CDS,4195338,4196150,-,SL1344_3921,ysgA,3.56,4.8413999999999994e-05,0.00021490900000000003,0.08,0.926229724,0.974780924
NC_016810.1,CDS,2222253,2222975,+,SL1344_2108,baeR,3.56,0.000635448,0.0018786439999999998,-1.89,0.055917805999999994,0.260689247
NC_016810.1,CDS,1878734,1880098,+,SL1344_1753,pabB,3.56,0.00018239799999999998,0.000656518,1.14,0.216420275,0.519932755
NC_016810.1,CDS,1940045,1941487,+,SL1344_1822,pykA,3.56,1.58478e-05,8.28677e-05,-0.19,0.8107831640000001,0.927689344
NC_016810.1,CDS,1389063,1390349,-,SL1344_1286,SL1344_1286,3.56,0.018557888,0.032390122,1.46,0.289643751,
NC_016810.1,CDS,1485409,1486044,-,SL1344_1385,nth,3.56,0.000726663,0.00210378,-0.37,0.701557471,0.87968526
NC_016810.1,CDS,1460404,1461045,+,SL1344_1358,ribE,3.56,0.000132249,0.0005056430000000001,-0.57,0.531174464,0.780336004
NC_016810.1,CDS,2086387,2088117,+,SL1344_1983,SL1344_1983,3.56,0.00017131099999999997,0.000624839,0.73,0.427478113,0.702330091
NC_016810.1,CDS,3283231,3283824,+,SL1344_3078,SL1344_3078,3.55,0.000626969,0.0018566189999999999,-1.41,0.13091426,0.411723822
NC_016810.1,CDS,3023934,3025055,+,SL1344_2837,hypD,3.55,0.000186115,0.0006678739999999999,2.06,0.02615345,0.16771024
NC_016810.1,CDS,2747164,2747742,-,SL1344_2564,SL1344_2564,3.55,0.0011783219999999999,0.003148241,2.06,0.05139223,0.248331863
NC_016810.1,CDS,2914975,2916177,+,SL1344_2738,SL1344_2738,3.55,0.00082211,0.002333352,-2.29,0.017220314,0.129840665
NC_016810.1,CDS,948845,949978,+,SL1344_0855,potG,3.55,0.005957213,0.012378267,1.75,0.172178172,0.47062963799999996
NC_016810.1,CDS,4046645,4047685,-,SL1344_3791,torT,3.55,0.001155122,0.003097264,0.92,0.388913145,0.674665394
NC_016810.1,CDS,1783786,1784664,+,SL1344_1662,SL1344_1662,3.55,0.013036983,0.023988898999999998,-1.38,0.335576306,0.63216916
NC_016810.1,CDS,4175332,4176234,+,SL1344_3903,xerC,3.55,0.000319512,0.0010468580000000001,0.35,0.704416623,0.880977852
NC_016810.1,sRNA,3156779,3156984,+,ncRNA0016,GcvB,3.55,8.28836e-05,0.00033936,-2.16,0.016044826,0.12441195199999999
NC_016810.1,CDS,2768366,2768833,+,SL1344_2593,SL1344_2593,3.55,5.1534e-05,0.00022675,-1.9,0.027152199999999998,0.17198943
NC_016810.1,CDS,966644,968362,-,SL1344_0874,poxB,3.55,0.002027274,0.0049934490000000005,0.88,0.440094634,0.710938315
NC_016810.1,CDS,1728851,1730464,-,SL1344_1609,mppA,3.55,4.45244e-05,0.000201006,-0.1,0.9087069529999999,0.9691044329999999
NC_016810.1,CDS,1894788,1895027,+,SL1344_1770,SL1344_1770,3.54,7.52829e-05,0.000312927,-3.73,1.55666e-05,0.0016937470000000002
NC_016810.1,CDS,3918878,3920422,+,SL1344_3670,SL1344_3670,3.54,0.000272824,0.000917548,0.71,0.457511922,0.7250118459999999
NC_016810.1,CDS,2988846,2989361,-,SL1344_2802,luxS,3.54,0.000591493,0.0017701610000000001,-0.1,0.924091963,0.974109297
NC_017720.1,CDS,63874,65649,+,SL1344_P1_0068,spvB,3.54,0.002644362,0.006245653,-1.38,0.238842553,0.543417154
NC_016810.1,sRNA,4292542,4292599,+,ncRNA0206,STnc870,3.54,0.000375059,0.001199232,-2.72,0.006100225,0.071568899
NC_016810.1,CDS,3671706,3673838,+,SL1344_3462,yrfF,3.54,3.93522e-05,0.00018165099999999999,-0.29,0.723244842,0.8873560629999999
NC_016810.1,CDS,468877,469326,+,SL1344_0409,SL1344_0409,3.54,0.0008240669999999999,0.002335978,-0.13,0.89651543,0.9636831640000001
NC_016810.1,CDS,364458,365510,-,SL1344_0316,phoE,3.54,0.004992189,0.010704624,-1.24,0.249051927,0.55540638
NC_016810.1,CDS,2860416,2860718,-,SL1344_2670,gpE,3.54,0.088174685,0.121388226,3.35,0.10507186800000001,
NC_016810.1,CDS,1584772,1585680,+,SL1344_1482,SL1344_1482,3.53,3.91438e-05,0.00018087900000000003,2.49,0.003524309,0.054202945999999995
NC_016810.1,CDS,4407263,4407853,+,SL1344_4108,SL1344_4108,3.53,0.003290827,0.007490099,2.13,0.07531557400000001,0.309238506
NC_016810.1,CDS,2264354,2264941,-,SL1344_2147,yohC,3.53,0.008657603,0.017017123999999998,-0.15,0.913284124,0.970850095
NC_016810.1,CDS,1712130,1713077,+,SL1344_1592,SL1344_1592,3.53,4.10371e-05,0.00018799099999999998,-1.17,0.173459759,0.472600781
NC_016810.1,sRNA,1353824,1353961,+,ncRNA0276,STnc2010,3.53,0.000990923,0.0027212070000000002,-2.17,0.033326442000000005,0.193810495
NC_016810.1,CDS,3343748,3344665,-,SL1344_3137,SL1344_3137,3.53,7.658489999999999e-05,0.000317461,0.0,0.999407565,0.999555735
NC_016810.1,CDS,3148334,3149650,+,SL1344_2955,fucP,3.53,0.005738645,0.011995961999999999,-0.78,0.477343485,0.740606979
NC_016810.1,CDS,3377708,3378385,+,SL1344_3167,dsbB,3.53,0.0005835269999999999,0.001750971,-4.07,9.99109e-06,0.001225453
NC_016810.1,CDS,2701791,2703128,-,SL1344_2524,yfhA,3.53,6.05458e-05,0.000259935,1.12,0.18990298,0.49140218799999996
NC_017720.1,CDS,80612,82909,+,SL1344_P1_0088,pefC,3.53,0.004030985999999999,0.008894201,1.51,0.194994328,0.497515785
NC_016810.1,CDS,2398181,2399377,-,SL1344_2262,SL1344_2262,3.52,4.6598900000000005e-05,0.00020869999999999998,1.81,0.034359929,0.19644213
NC_017718.1,CDS,64339,65157,-,SL1344_P2_0075,traI,3.52,0.028842112000000003,0.046765388,2.25,0.143662045,
NC_016810.1,CDS,1813027,1813737,-,SL1344_1690,narJ,3.52,0.070474683,0.100598455,0.66,0.719441742,
NC_016810.1,CDS,3534231,3534659,-,SL1344_3317,rplM,3.52,3.06091e-05,0.000146236,1.15,0.165642924,0.46101978
NC_016810.1,CDS,3840567,3841574,+,SL1344_3599,SL1344_3599,3.52,0.000883561,0.0024758370000000003,1.79,0.075603349,0.309349569
NC_016810.1,CDS,2051648,2053144,-,SL1344_1941,SL1344_1941,3.52,0.003318185,0.007546654,1.59,0.15556150400000002,0.447703886
NC_017720.1,CDS,41666,42115,-,SL1344_P1_0044A,SL1344_P1_0044A,3.52,0.077919154,0.109287944,1.62,0.404968482,
NC_016810.1,sRNA,1812089,1812328,+,ncRNA0330,STnc3600,3.52,0.030226477,0.048694914000000006,-2.68,0.033887391,0.195027808
NC_016810.1,CDS,1034769,1036091,+,SL1344_0929,mukF,3.52,0.00019019,0.00068022,0.32,0.722551472,0.887048631
NC_016810.1,CDS,1636167,1636400,-,SL1344_1523,SL1344_1523,3.52,0.000491875,0.001507035,1.28,0.193250979,0.494927675
NC_016810.1,CDS,4206707,4207408,+,SL1344_3933,ubiB,3.52,0.000155379,0.000579139,0.25,0.785298638,0.9165440509999999
NC_016810.1,CDS,3531970,3532608,-,SL1344_3314,sspA,3.52,4.15654e-05,0.000189643,0.77,0.360585327,0.6526720189999999
NC_016810.1,CDS,615925,616851,-,SL1344_0548,gtrB,3.52,0.024916087000000003,0.041404404,-3.71,0.001407928,0.032417752
NC_016810.1,CDS,1396470,1397228,-,SL1344_1292,aroD,3.51,0.00020318799999999998,0.000716198,-0.53,0.5532511720000001,0.793585457
NC_016810.1,CDS,4436182,4436721,+,SL1344_4127,SL1344_4127,3.51,0.000128256,0.000493336,-1.17,0.175457885,0.474214301
NC_016810.1,CDS,4401822,4403717,-,SL1344_4103,thiC,3.51,0.003012956,0.0069630690000000005,0.92,0.411103995,0.6918857140000001
NC_016810.1,CDS,3951856,3952473,+,SL1344_3704,SL1344_3704,3.51,0.015101722,0.027221729,0.22,0.862361725,
NC_016810.1,CDS,880090,881220,-,SL1344_0792,SL1344_0792,3.51,0.00019173900000000002,0.000683863,1.07,0.248284473,0.55402231
NC_016810.1,CDS,3924196,3925221,-,SL1344_3674,tdh,3.51,6.66016e-05,0.00028177599999999997,0.39,0.653992705,0.85384842
NC_016810.1,CDS,4069515,4070891,+,SL1344_3810,thdF,3.51,0.002396283,0.0057515890000000005,0.17,0.8766782340000001,0.9525403259999999
NC_016810.1,CDS,2542608,2544335,+,SL1344_2395,ptsI,3.51,9.77481e-05,0.000390516,-0.52,0.55919267,0.7979033520000001
NC_016810.1,CDS,2098914,2099729,-,SL1344_1996,cbiO,3.51,5.29479e-05,0.000231952,1.24,0.144876045,0.431444107
NC_016810.1,CDS,485713,486303,-,SL1344_0427,thiJ,3.51,0.00044923900000000004,0.001400376,-0.81,0.394425346,0.67946354
NC_016810.1,CDS,1300843,1301976,-,SL1344_1196,SL1344_1196,3.51,0.000901782,0.0025245420000000003,-0.94,0.349401745,0.643479163
NC_016810.1,CDS,2724489,2726288,-,SL1344_2545,lepA,3.51,2.74876e-05,0.000132943,-2.02,0.012786355,0.110585579
NC_016810.1,CDS,4313815,4314561,-,SL1344_4033,fpr,3.51,0.000119764,0.000464235,1.61,0.069981091,0.295639021
NC_017720.1,CDS,79755,80273,+,SL1344_P1_0087,pefA,3.5,0.005283881,0.011208986,-1.5,0.17408524,0.473275354
NC_016810.1,CDS,4102483,4103112,-,SL1344_3840,gidB,3.5,0.000136089,0.00051779,0.76,0.38417644700000003,0.672109521
NC_016810.1,CDS,1804681,1805589,-,SL1344_1683,galU,3.5,0.00016515,0.000607031,-0.43,0.6388981020000001,0.844324447
NC_016810.1,CDS,2307352,2307474,-,SL1344_2186,SL1344_2186,3.5,0.07054188900000001,0.100646606,1.1,0.549581255,
NC_016810.1,CDS,2682152,2682955,+,SL1344_2508,suhB,3.5,0.000111401,0.000436695,-1.3,0.139171879,0.423670349
NC_016810.1,CDS,4352515,4353393,+,SL1344_4064,SL1344_4064,3.5,0.000164537,0.00060527,1.0,0.271837718,0.577384411
NC_016810.1,CDS,2928000,2928911,+,SL1344_2747,SL1344_2747,3.5,0.00023045900000000002,0.000794625,-0.59,0.504840686,0.759004963
NC_016810.1,CDS,1214389,1214805,+,SL1344_1111,flgB,3.5,0.000318903,0.001045622,0.34,0.722105197,0.887048631
NC_016810.1,CDS,2095018,2096088,-,SL1344_1992,cobT,3.5,4.62495e-05,0.000207651,0.18,0.827952945,0.9359828370000001
NC_017720.1,CDS,78078,78287,-,SL1344_P1_0085,SL1344_P1_0085,3.5,0.005240089,0.011137041,-3.01,0.002134787,0.040796814
NC_016810.1,CDS,246068,247225,+,SL1344_0211,SL1344_0211,3.49,0.003811818,0.008479063,0.94,0.414284441,0.6918857140000001
NC_016810.1,CDS,3231508,3232401,-,SL1344_3028,SL1344_3028,3.49,0.006131979,0.012677161000000001,0.58,0.61346264,0.827683794
NC_016810.1,sRNA,3657244,3657392,-,ncRNA0155,STnc340,3.49,0.038347664,0.059711469,-1.91,0.166604395,
NC_016810.1,CDS,3256413,3257069,+,SL1344_3051,SL1344_3051,3.49,0.017175472,0.030359152,0.49,0.7024448990000001,
NC_016810.1,CDS,3276107,3276814,+,SL1344_3068,endA,3.49,0.001890696,0.004712374,0.6,0.5653206820000001,0.802367625
NC_016810.1,CDS,783428,784579,+,SL1344_0700,SL1344_0700,3.49,0.007492538000000001,0.015035082,-1.27,0.269886965,0.575975154
NC_016810.1,CDS,2545270,2546136,-,SL1344_2398,pdxK,3.49,0.000290147,0.000963597,0.07,0.941238382,0.9786124159999999
NC_016810.1,sRNA,4019328,4019404,-,ncRNA0044,IstR-1,3.49,0.011659576000000001,0.021901162000000002,0.88,0.47932480899999996,
NC_016810.1,CDS,2153085,2153861,+,SL1344_2054,hisF,3.49,0.00040356,0.001277231,1.71,0.078335376,0.315304563
NC_016810.1,CDS,3809888,3811375,-,SL1344_3578,yhjJ,3.49,0.000505492,0.0015409039999999998,-0.08,0.9377983959999999,0.9771992559999999
NC_016810.1,CDS,842153,843628,-,SL1344_0755,modF,3.49,0.00166421,0.004219454,0.52,0.633054152,0.840831523
NC_016810.1,CDS,3596148,3596690,-,SL1344_3370,SL1344_3370,3.49,0.000156452,0.000582419,-1.37,0.136063602,0.41989252299999996
NC_016810.1,CDS,534014,537376,+,SL1344_0471,SL1344_0471,3.48,4.6184300000000004e-05,0.000207462,1.36,0.109505031,0.37689844
NC_016810.1,CDS,3308212,3309513,-,SL1344_3102,ordL,3.48,0.000194324,0.0006914410000000001,0.79,0.38127178899999997,0.670330855
NC_016810.1,CDS,3865700,3866053,-,SL1344_3624,yiaB,3.48,0.003213293,0.007339556,0.17,0.8749991579999999,0.9519020020000001
NC_016810.1,CDS,3604783,3605772,-,SL1344_3382,pez,3.48,0.00040409800000000003,0.001278485,2.3,0.019340841,0.14070179800000002
NC_016810.1,CDS,987414,988118,-,SL1344_0893,aat,3.48,0.00022605299999999999,0.0007821260000000001,-0.79,0.373340116,0.66396911
NC_016810.1,CDS,1335489,1336832,-,SL1344_1234,gdhA,3.48,0.000245432,0.000840468,-1.97,0.022714017000000003,0.152618285
NC_016810.1,CDS,4196409,4197170,+,SL1344_3922,udp,3.48,0.00020155599999999998,0.000711838,-0.78,0.390010654,0.675484435
NC_016810.1,CDS,4181115,4181573,-,SL1344_3908,SL1344_3908,3.48,0.047708016,0.07215397400000001,-1.68,0.267705382,
NC_016810.1,CDS,1856662,1858395,+,SL1344_1729,cvrA,3.48,5.24283e-05,0.00023024299999999998,-0.97,0.25506231,0.560837791
NC_016810.1,CDS,3486106,3488040,-,SL1344_3268,ftsH,3.48,0.00042558099999999996,0.001337541,0.8,0.417124693,0.694663185
NC_016810.1,CDS,3227122,3227388,-,SL1344_3023,SL1344_3023,3.48,0.002757622,0.006458531,-0.26,0.800352327,0.9227849309999999
NC_016810.1,CDS,1476732,1477172,+,SL1344_1376,slyA,3.48,3.7298699999999996e-05,0.000173152,-0.06,0.940674373,0.978533434
NC_016810.1,CDS,3993863,3996661,-,SL1344_3738,SL1344_3738,3.48,0.000201082,0.00071072,-0.52,0.566364235,0.8026666240000001
NC_016810.1,CDS,3049331,3050362,-,SL1344_2862,sipD,3.47,6.85959e-05,0.000289399,-0.36,0.682873058,0.86950956
NC_016810.1,CDS,3851226,3851666,+,SL1344_3609,yiaC,3.47,0.00014460299999999998,0.000544146,1.67,0.05943930099999999,0.27074782199999997
NC_016810.1,CDS,2987130,2988500,-,SL1344_2801,SL1344_2801,3.47,0.0035186740000000003,0.007922725,1.33,0.237053213,0.54153775
NC_016810.1,CDS,921788,922699,+,SL1344_0827,yliD,3.47,0.000319362,0.001046747,-0.58,0.5242808520000001,0.774764212
NC_016810.1,CDS,3955090,3955365,+,SL1344_3707,rpoZ,3.47,0.00011897100000000001,0.000461555,1.06,0.231789296,0.5370206999999999
NC_016810.1,CDS,4613159,4614127,-,SL1344_4285,psd,3.47,0.000374999,0.001199232,-0.64,0.49561694100000003,0.75512837
NC_016810.1,CDS,3278805,3279368,+,SL1344_3071,SL1344_3071,3.47,9.44484e-05,0.000378801,1.13,0.197911745,0.499107526
NC_016810.1,CDS,2220853,2222256,+,SL1344_2107,baeS,3.47,0.000227409,0.000785612,0.24,0.7831573279999999,0.9154533970000001
NC_016810.1,CDS,72947,73840,+,SL1344_0064,citG2,3.47,0.048636887999999996,0.073252277,-1.36,0.368562,
NC_016810.1,CDS,4701762,4702313,-,SL1344_4367,SL1344_4367,3.47,0.001289156,0.003404037,0.12,0.9090401659999999,0.9691044329999999
NC_016810.1,CDS,1399804,1401015,-,SL1344_1296,SL1344_1296,3.47,0.013373272,0.024507702000000003,-0.86,0.48684153,0.747265748
NC_016810.1,CDS,2189351,2190316,-,SL1344_2085,fcl,3.47,0.071001886,0.10120686,0.06,0.9728719779999999,
NC_017719.1,CDS,2857,3063,-,SL1344_P3_0005,SL1344_P3_0005,3.47,7.08732e-05,0.000297338,0.31,0.7164212040000001,0.88540626
NC_016810.1,CDS,4570469,4571188,-,SL1344_4240,dcuR,3.46,0.000905157,0.0025316320000000002,-1.38,0.16810038300000002,0.464946775
NC_016810.1,CDS,4593264,4593779,+,SL1344_4264,SL1344_4264,3.46,0.00045883400000000003,0.00142664,-0.9,0.331516739,0.629443265
NC_016810.1,CDS,3850667,3851248,+,SL1344_3608,tag,3.46,0.000115106,0.000449267,1.0,0.26057109300000003,0.566670726
NC_016810.1,sRNA,120107,120156,+,ncRNA0447,StyR-199,3.46,0.039742168,0.061503014,-2.58,0.062186782999999995,
NC_016810.1,CDS,3236308,3237402,-,SL1344_3031,gcvT,3.46,0.000699779,0.002037239,1.05,0.299669775,0.5998668070000001
NC_016810.1,CDS,3614643,3614975,-,SL1344_3402,rplV,3.46,0.000177155,0.0006409709999999999,-0.44,0.6348838170000001,0.8420012579999999
NC_016810.1,CDS,2971885,2972223,+,SL1344_2786,SL1344_2786,3.46,0.0043062479999999995,0.009430046,0.07,0.956192734,0.983892322
NC_016810.1,CDS,1558036,1559424,+,SL1344_1454,SL1344_1454,3.46,0.002227943,0.005411437,1.42,0.18323578100000001,0.48379983600000004
NC_016810.1,CDS,2046527,2047585,-,SL1344_1936,SL1344_1936,3.46,0.00166236,0.004216673,1.72,0.109070578,0.37689844
NC_016810.1,CDS,1019201,1020484,+,SL1344_0915,aroA,3.46,0.000817837,0.0023241620000000003,0.08,0.940504828,0.978533434
NC_016810.1,CDS,1566835,1567245,-,SL1344_1463,hyaE2,3.46,0.00036624,0.001176035,-0.51,0.575266394,0.808488978
NC_016810.1,CDS,2173385,2174263,-,SL1344_2072,rfbA,3.46,0.00018230900000000002,0.00065646,-0.41,0.656404316,0.8542904590000001
NC_016810.1,CDS,2879425,2880480,-,SL1344_2698,SL1344_2698,3.45,3.78793e-05,0.000175576,-1.58,0.054129236,0.255175279
NC_016810.1,CDS,4188437,4189237,+,SL1344_3916,SL1344_3916,3.45,0.001690315,0.0042731620000000005,0.24,0.822985527,0.934499304
NC_016810.1,CDS,2521435,2522676,-,SL1344_2376,mntH,3.45,0.000621303,0.001843471,0.65,0.500549699,0.75693374
NC_016810.1,CDS,1158770,1159393,+,SL1344_1054,scsC,3.45,0.02333225,0.039257022,-0.09,0.9467072670000001,
NC_016810.1,CDS,845702,846391,+,SL1344_0759,modB,3.45,0.000117994,0.000458752,-0.02,0.979612514,0.992853746
NC_016810.1,CDS,1209917,1210840,+,SL1344_1106,mviM,3.45,0.000320339,0.001048806,-1.59,0.068699256,0.293083332
NC_016810.1,CDS,1087933,1088670,+,SL1344_0985,SL1344_0985,3.45,0.0072851,0.01467432,0.36,0.7507853109999999,0.90265509
NC_016810.1,CDS,2912676,2913656,+,SL1344_2736,SL1344_2736,3.45,0.073904348,0.10459047699999999,0.87,0.6346927529999999,
NC_016810.1,CDS,4459759,4461108,-,SL1344_4156,lysC,3.45,0.00156254,0.004006900999999999,1.07,0.306095677,0.604485199
NC_016810.1,CDS,4007492,4008883,-,SL1344_3753,uhpT,3.45,0.048188129,0.072709421,-1.4,0.348545902,
NC_016810.1,CDS,526106,526246,+,SL1344_0463,rpmJ2,3.44,0.00058993,0.001767242,-1.13,0.213723269,0.516395836
NC_016810.1,CDS,1855651,1856565,+,SL1344_1728,SL1344_1728,3.44,0.001079835,0.0029249590000000004,0.22,0.8266003609999999,0.9359828370000001
NC_016810.1,CDS,1437254,1438747,+,SL1344_1328,spiA,3.44,0.00046502800000000003,0.0014404379999999998,1.37,0.16298013,0.457246828
NC_016810.1,CDS,1071458,1071793,+,SL1344_0965A,SL1344_0965A,3.44,0.02434381,0.040625562999999996,-0.69,0.603819236,
NC_016810.1,CDS,1311755,1312939,-,SL1344_1214,SL1344_1214,3.44,0.035414426,0.055789122000000003,2.34,0.13729621,
NC_016810.1,CDS,3025052,3026062,+,SL1344_2838,hypE,3.44,8.325180000000001e-05,0.000340404,1.09,0.202681748,0.503791846
NC_016810.1,CDS,102286,102663,-,SL1344_0090,apaG,3.44,0.000218872,0.000761957,1.42,0.12161203400000001,0.398950415
NC_016810.1,CDS,934758,935960,+,SL1344_0839,dacC,3.44,0.00035225199999999995,0.001138007,-2.09,0.028478182,0.176251209
NC_016810.1,CDS,2101419,2102132,-,SL1344_2000,cbiL,3.44,0.000269923,0.0009107710000000001,1.67,0.070070655,0.295639021
NC_016810.1,CDS,147403,148719,+,SL1344_0126,murD,3.44,0.000159225,0.00058982,1.49,0.09873281199999999,0.36022258100000004
NC_016810.1,CDS,3605798,3606418,-,SL1344_3383,rpsD,3.44,0.000255775,0.000869289,1.73,0.065586278,0.284630442
NC_016810.1,CDS,3469952,3472087,-,SL1344_3255,pnp,3.44,5.10743e-05,0.000224836,0.81,0.334966986,0.631726946
NC_016810.1,sRNA,1242408,1242503,+,ncRNA0190,STnc680,3.44,0.001305428,0.003437946,-2.57,0.00544992,0.067707477
NC_016810.1,CDS,396543,397553,-,SL1344_0347,SL1344_0347,3.44,0.024300855,0.040582903,1.25,0.367963404,
NC_016810.1,CDS,3066965,3067408,+,SL1344_2879,invH,3.44,5.4169700000000004e-05,0.000236387,-1.62,0.054376158,0.255624784
NC_016810.1,CDS,795365,796648,-,SL1344_0712,gltA,3.43,0.001012605,0.0027728279999999998,0.43,0.679594007,0.866906573
NC_016810.1,CDS,3524495,3525775,+,SL1344_3306,codA,3.43,0.0013635160000000002,0.00357215,0.18,0.854603766,0.945308241
NC_016810.1,CDS,936005,936763,-,SL1344_0840,deoR,3.43,0.00019770900000000001,0.0007011060000000001,-0.32,0.712640466,0.884758235
NC_016810.1,CDS,2860282,2860401,-,SL1344_2669,gpE%27,3.43,0.100653269,0.135871369,3.24,0.119301473,
NC_016810.1,CDS,1875330,1876025,-,SL1344_1749,SL1344_1749,3.43,0.000169977,0.000621228,0.67,0.44207900899999997,0.713119319
NC_016810.1,sRNA,5014,5162,+,ncRNA0491,RUF_107c.105,3.43,0.007779679,0.015528368999999998,-0.18,0.872895986,0.951390686
NC_016810.1,CDS,2063001,2063615,-,SL1344_1956,SL1344_1956,3.42,0.034554825,0.054671903,0.86,0.5599154479999999,
NC_017718.1,CDS,62907,63197,-,SL1344_P2_0073,traK,3.42,0.035772732,0.056252986,1.88,0.22282081399999998,
